suburb_median,rooms,distance,bedrooms,bathrooms,cars,landsize,lattitude,longtitude,price
1300000,5,11.8,5,3,3,736,-37.7683,145.0881,1336000
1300000,3,11.8,3,2,2,514,-37.7683,145.0959,880000
1300000,3,11.8,3,1,1,701,-37.7729,145.098,980000
1300000,3,11.8,3,1,2,631,-37.7778,145.0901,1127000
1300000,3,11.8,3,2,1,585,-37.7689,145.099,990000
1300000,4,11.8,5,2,2,617,-37.7582,145.0889,1401000
1300000,3,11.8,2,1,2,775,-37.779,145.101,1340000
1300000,4,11.8,4,2,2,723,-37.7724,145.1033,1225000
1300000,5,11.8,5,3,2,796,-37.7697,145.0871,1490000
1300000,4,11.8,4,1,2,650,-37.778,145.0913,1002000
1300000,4,11.8,4,2,2,730,-37.7606,145.0932,1260000
1300000,3,11.8,3,3,2,401,-37.7733,145.0901,905000
1300000,3,11.8,3,1,3,770,-37.7644,145.0886,1400000
1300000,4,11.8,4,2,1,1124,-37.7679,145.0958,1085000
1300000,4,11.8,4,3,1,604,-37.7621,145.086,1300000
1300000,4,11.8,4,1,2,732,-37.7615,145.0897,1280000
1300000,3,11.8,3,1,1,604,-37.7711,145.0928,1075000
1300000,2,11.8,2,1,2,559,-37.7739,145.094,890000
1300000,4,11.8,4,3,2,411,-37.7698,145.083,1320000
1300000,4,11.8,4,2,2,475,-37.765,145.0933,1302000
1300000,3,11.8,3,2,1,728,-37.7765,145.1031,1050000
1300000,4,11.8,4,2,3,672,-37.7689,145.0895,1000000
1300000,4,11.8,4,2,2,744,-37.7791,145.086,1300000
1300000,4,11.8,4,2,2,732,-37.7771,145.0855,1250000
1300000,4,11.8,4,1,1,701,-37.7786,145.0945,976000
1300000,2,11.8,3,1,1,551,-37.7739,145.0962,980000
1300000,3,11.8,3,1,2,602,-37.7674,145.0988,990000
1300000,4,11.8,4,2,2,530,-37.7735,145.088,1244000
1300000,4,11.8,4,2,2,693,-37.7743,145.0863,1100000
1300000,4,11.8,4,2,2,617,-37.7569,145.0913,1475000
1300000,4,11.8,4,2,3,554,-37.7624,145.0961,1140000
1300000,2,11.8,2,1,0,359,-37.7609,145.0869,833000
1300000,2,11.8,2,1,1,591,-37.7679,145.0978,903000
1300000,4,11.8,4,2,2,740,-37.7781,145.0901,1351000
1300000,2,11.8,2,1,2,609,-37.7762,145.0958,1060000
1300000,3,11.8,3,1,2,602,-37.7712,145.097,1063000
1357000,5,11.7,4,3,2,661,-37.848,145.098,1590000
1357000,3,11.7,3,1,2,697,-37.851,145.1169,1390000
1357000,3,11.7,3,1,2,773,-37.8562,145.1104,1300000
1357000,4,11.7,4,2,2,1145,-37.8538,145.127,1890000
1357000,3,11.7,3,1,1,662,-37.8561,145.1054,1250000
1357000,3,11.7,3,1,1,695,-37.8551,145.1121,1151000
1357000,3,11.7,3,1,1,931,-37.854,145.1195,1755000
1357000,3,11.7,3,1,1,667,-37.8489,145.1093,1300000
1357000,3,11.7,3,1,1,786,-37.8525,145.1198,1160000
1357000,4,11.7,4,3,2,928,-37.842,145.102,2000000
1357000,3,11.7,3,1,2,318,-37.8544,145.1114,790000
1357000,4,11.7,4,2,1,921,-37.8494,145.1291,1682000
1357000,3,11.7,3,1,2,690,-37.8509,145.117,1342000
1357000,4,11.7,4,2,2,804,-37.8516,145.1179,1782800
1357000,3,11.7,3,1,2,706,-37.8509,145.1161,1468000
1357000,5,11.7,4,3,2,326,-37.8528,145.1129,1060000
1357000,4,11.7,4,2,2,438,-37.8599,145.1101,1255000
1357000,4,11.7,3,1,4,586,-37.856,145.1196,900000
1357000,2,11.7,2,1,1,276,-37.8454,145.0971,633000
1357000,3,11.7,3,1,2,776,-37.856,145.1104,1070500
1357000,3,11.7,3,1,2,661,-37.8495,145.1282,1175000
1357000,3,11.7,3,2,2,660,-37.8474,145.0988,1521000
1357000,2,11.7,2,1,2,593,-37.8444,145.1054,1350000
1357000,3,11.7,3,1,1,384,-37.8542,145.1138,570000
1357000,3,11.7,3,1,2,742,-37.8529,145.0962,1460000
1357000,5,11.7,5,4,2,643,-37.8454,145.0974,2150000
1357000,3,11.7,3,2,2,653,-37.8445,145.1011,1540000
1357000,5,11.7,5,2,1,824,-37.8535,145.1139,1410000
1357000,4,11.7,4,2,2,1393,-37.8463,145.102,1800000
1357000,4,11.7,4,2,2,499,-37.8593,145.1101,1250000
1357000,4,11.7,3,2,3,739,-37.8552,145.1292,1410000
1357000,5,11.7,5,2,1,544,-37.8525,145.1154,1100000
1357000,4,11.7,4,2,2,662,-37.8601,145.1007,1485000
1357000,3,11.7,3,1,1,1101,-37.8529,145.1222,2068000
1357000,3,11.7,3,1,1,589,-37.855,145.118,1000000
2300000,4,7.8,4,2,1,652,-37.8286,145.0686,2650000
2300000,4,7.8,4,3,2,934,-37.8496,145.0869,3225000
2300000,5,7.8,5,4,1,708,-37.8386,145.067,2600000
2300000,3,7.8,3,2,2,305,-37.8365,145.0802,1650000
2300000,5,7.8,5,3,4,753,-37.842,145.0888,2860000
2300000,2,7.8,2,1,2,230,-37.8448,145.0723,950000
2300000,3,7.8,3,2,2,706,-37.8457,145.0611,1987000
2300000,3,7.8,3,2,1,777,-37.8431,145.0962,1690000
2300000,4,7.8,4,2,4,661,-37.8382,145.0904,2950000
2300000,4,7.8,3,2,2,600,-37.8237,145.0638,2600000
2300000,3,7.8,3,2,2,1133,-37.8426,145.0943,2325000
2300000,2,7.8,2,1,1,335,-37.8452,145.0959,892000
2300000,4,7.8,4,2,2,650,-37.8274,145.0688,2090000
2300000,3,7.8,3,1,2,821,-37.8459,145.0644,2000000
2300000,3,7.8,2,1,1,427,-37.8367,145.0934,1302000
2300000,3,7.8,3,2,2,244,-37.8446,145.068,1430000
2300000,3,7.8,3,1,1,544,-37.8436,145.0581,1622000
2300000,2,7.8,2,1,1,122,-37.8439,145.0718,620000
2300000,5,7.8,5,3,2,801,-37.84,145.0548,2000000
2300000,5,7.8,5,2,4,730,-37.8424,145.0639,2608000
2300000,3,7.8,3,1,1,769,-37.8482,145.0949,1780000
2300000,3,7.8,3,2,2,656,-37.841,145.0824,2250000
2300000,2,7.8,2,1,1,424,-37.8465,145.0743,895000
2300000,3,7.8,3,2,0,584,-37.8349,145.0758,1800000
2300000,4,7.8,3,0,0,693,-37.836,145.0914,1400000
2300000,5,7.8,5,3,2,802,-37.8442,145.0578,2700000
2300000,4,7.8,4,2,2,813,-37.8405,145.0903,2228000
2300000,4,7.8,4,2,2,903,-37.8238,145.0624,4760000
2300000,3,7.8,3,1,1,405,-37.8448,145.071,1602500
2300000,2,7.8,2,1,4,368,-37.8233,145.0644,1800000
2300000,2,7.8,3,2,2,259,-37.8357,145.0786,1185000
2300000,3,7.8,3,1,2,635,-37.8454,145.0707,2177000
2300000,3,7.8,3,1,1,891,-37.8408,145.0905,2155000
2300000,3,7.8,3,2,4,877,-37.8437,145.0623,3400000
2300000,2,7.8,2,1,2,400,-37.8393,145.0662,1470000
2300000,3,7.8,3,1,2,692,-37.8379,145.0849,2105000
2300000,3,7.8,3,2,3,780,-37.8328,145.0679,1750000
2300000,3,7.8,3,3,2,417,-37.831,145.0621,3300000
2300000,5,7.8,5,3,2,805,-37.8459,145.0721,2800000
2300000,2,7.8,2,1,1,246,-37.8336,145.0612,1175000
2300000,3,7.8,3,2,2,850,-37.8456,145.0865,2220000
2300000,4,7.8,4,1,4,772,-37.8441,145.0806,2015000
2300000,3,7.8,3,1,1,970,-37.8344,145.0818,1700000
2300000,4,7.8,4,3,1,632,-37.8244,145.064,3225000
2300000,5,7.8,5,4,2,741,-37.8422,145.064,3320000
2300000,5,7.8,4,3,2,603,-37.8437,145.069,2125000
2300000,4,7.8,4,2,2,686,-37.8458,145.0611,2030000
2300000,4,7.8,4,3,1,0,-37.8325,145.0649,2750000
2300000,4,7.8,4,3,4,697,-37.836,145.056,2000000
2300000,2,7.8,2,1,1,95,-37.8399,145.0912,706000
2300000,5,7.8,5,5,1,639,-37.8303,145.0668,2250000
2300000,5,7.8,4,2,2,643,-37.8421,145.0719,2740000
3140000,4,9,4,2,2,687,-37.8186,145.0706,2950000
3140000,3,9,3,1,1,459,-37.8265,145.072,1587500
3140000,2,9,2,1,1,543,-37.8295,145.0774,765000
3140000,4,9,4,2,1,653,-37.8292,145.0852,2375000
3140000,5,9,5,2,2,795,-37.8181,145.0668,2900000
3140000,3,9,3,3,2,468,-37.8264,145.0741,2200000
3140000,4,9,4,1,1,717,-37.8266,145.0849,2620000
3140000,2,9,2,1,1,342,-37.8326,145.081,1305000
3140000,4,9,4,3,3,788,-37.8215,145.0731,4350000
3140000,3,9,3,2,1,145,-37.8233,145.0769,928000
3140000,5,9,5,3,4,645,-37.8317,145.0738,2930000
3140000,4,9,4,2,3,812,-37.8323,145.0842,2950000
3140000,4,9,4,1,1,858,-37.8183,145.0667,3800000
3140000,5,9,5,2,4,838,-37.8252,145.0721,2350000
3140000,3,9,3,3,2,352,-37.827,145.0737,1640000
3140000,3,9,3,2,1,325,-37.826,145.0729,1680000
3140000,5,9,5,4,4,684,-37.832,145.0853,3550000
3140000,3,9,2,1,1,444,-37.826,145.0734,1385000
3140000,4,9,4,1,4,845,-37.8184,145.0702,3400000
3140000,3,9,3,2,2,361,-37.8206,145.0785,1850000
3140000,2,9,2,1,3,716,-37.8213,145.079,1800000
3140000,3,9,3,2,2,316,-37.8273,145.0786,1800000
3140000,4,9,4,2,2,796,-37.8266,145.072,3145000
1628000,3,3.2,3,1,1,314,-37.7871,144.9766,1330000
1628000,3,3.2,3,1,0,169,-37.7821,144.9753,1540000
1628000,4,3.2,4,3,0,122,-37.7893,144.9696,1425000
1628000,2,3.2,2,1,1,210,-37.7844,144.972,1725000
1628000,3,3.2,3,1,0,203,-37.7824,144.9733,1280000
1628000,3,3.2,3,1,2,499,-37.7811,144.9715,2950000
1628000,4,3.2,3,1,0,418,-37.7808,144.9736,2175000
1628000,2,3.2,2,1,1,73,-37.7852,144.9719,800000
1628000,2,3.2,2,1,0,133,-37.786,144.9704,1301000
1628000,4,3.2,4,2,0,538,-37.7816,144.9714,2718000
1628000,2,3.2,1,2,0,413,-37.7875,144.9759,2400000
1628000,3,3.2,2,2,1,190,-37.7847,144.9741,2210000
1628000,2,3.2,2,1,0,116,-37.7904,144.9726,1330000
1628000,4,3.2,4,2,2,504,-37.7805,144.9721,2520000
1628000,3,3.2,3,3,1,144,-37.7885,144.9757,1214000
1628000,3,3.2,3,2,1,163,-37.786,144.9751,1955000
1628000,1,3.2,1,1,0,93,-37.7888,144.9698,885000
1628000,3,3.2,3,2,0,84,-37.7879,144.9736,2050000
1628000,2,3.2,3,1,1,100,-37.7879,144.9759,910000
1628000,2,3.2,2,1,0,142,-37.7911,144.9688,880000
1628000,4,3.2,4,2,2,207,-37.7804,144.9748,1950000
1628000,3,3.2,3,1,1,131,-37.7846,144.9704,1280000
1628000,2,3.2,2,1,2,373,-37.7828,144.9702,1150000
1510000,3,11.4,3,1,2,425,-37.8876,145.0502,1295000
1510000,4,11.4,4,2,0,365,-37.8877,145.0507,1275000
1510000,3,11.4,3,1,1,808,-37.8982,145.0461,1620000
1510000,2,11.4,2,1,1,282,-37.8957,145.0528,890000
1510000,4,11.4,4,2,2,561,-37.8934,145.0633,1506000
1510000,2,11.4,3,1,2,299,-37.8973,145.053,967500
1510000,2,11.4,1,2,2,265,-37.8881,145.0537,1350000
1510000,3,11.4,4,2,2,751,-37.8945,145.0648,1600000
1510000,3,11.4,2,1,2,461,-37.8988,145.0516,1170000
1510000,4,11.4,3,2,2,687,-37.8931,145.0479,1830000
1510000,3,11.4,3,2,2,721,-37.8909,145.0648,1646000
1510000,4,11.4,4,2,2,757,-37.8925,145.0541,1550000
1510000,3,11.4,3,2,1,588,-37.8937,145.0648,1200000
1510000,4,11.4,3,2,1,598,-37.9037,145.0588,1501000
1510000,3,11.4,3,1,1,586,-37.888,145.0505,950000
1510000,2,11.4,2,1,1,211,-37.8856,145.0599,817500
1510000,4,11.4,4,2,2,557,-37.8955,145.0515,1450000
1510000,3,11.4,3,2,1,390,-37.8905,145.0518,1000000
1510000,2,11.4,2,1,1,0,-37.8973,145.0625,675000
1510000,3,11.4,3,2,2,554,-37.8934,145.0599,1420000
1510000,3,11.4,3,1,1,620,-37.9031,145.0578,1287000
1510000,2,11.4,2,1,1,264,-37.8864,145.0561,930000
1510000,3,11.4,3,2,2,282,-37.8953,145.0567,1360000
1510000,4,11.4,4,3,4,838,-37.8972,145.0617,1423000
1510000,5,11.4,5,3,1,564,-37.8957,145.0487,1900000
1510000,2,11.4,2,1,2,316,-37.8854,145.0636,907000
1510000,3,11.4,3,2,2,603,-37.9023,145.0568,1430000
1510000,3,11.4,3,2,1,371,-37.8871,145.052,1490000
1510000,3,11.4,3,2,2,0,-37.8927,145.0644,990000
1510000,3,11.4,3,1,1,604,-37.8993,145.0528,1125000
1510000,4,11.4,4,3,3,650,-37.9011,145.051,1410000
1510000,4,11.4,4,2,2,595,-37.8916,145.0543,1655000
1510000,3,11.4,3,1,1,720,-37.8922,145.0544,1910000
1510000,3,11.4,3,1,1,376,-37.8896,145.0492,1252000
1510000,4,11.4,3,2,3,932,-37.8975,145.0478,1880000
1510000,2,11.4,2,1,2,543,-37.898,145.0528,896000
1510000,5,11.4,4,2,2,366,-37.8868,145.0625,1802100
1510000,2,11.4,2,1,1,640,-37.891,145.0636,1300000
1510000,4,11.4,3,3,2,454,-37.8869,145.0628,1518000
1510000,3,11.4,2,2,1,817,-37.9007,145.047,1716000
1885000,5,8.9,5,2,2,593,-37.8849,145.0341,1665000
1885000,4,8.9,4,1,2,499,-37.8864,145.0242,131000
1885000,3,8.9,2,1,2,275,-37.885,145.0189,1090000
2285000,3,8.1,3,1,0,513,-37.8678,145.027,1365000
2285000,3,8.1,3,2,2,692,-37.8629,145.019,1750000
2285000,3,8.1,4,2,3,361,-37.8694,145.0296,2005000
2285000,3,8.1,3,1,0,270,-37.868,145.0269,1400000
2285000,4,8.1,4,2,2,723,-37.8672,145.0225,2830000
2285000,3,8.1,3,2,1,339,-37.8622,145.0112,1870000
2285000,4,8.1,4,2,3,836,-37.8696,145.0323,2625000
2285000,4,8.1,4,2,1,810,-37.8698,145.0325,2170000
1690000,3,9.3,3,2,2,357,-37.8896,145.0307,1577500
1690000,3,9.3,3,1,2,451,-37.8874,145.019,1460000
1690000,2,9.3,2,1,1,273,-37.895,145.022,1065000
1690000,3,9.3,3,2,2,296,-37.8906,145.0224,1470000
1690000,2,9.3,2,1,1,0,-37.9002,145.027,1012000
1690000,3,9.3,3,2,1,358,-37.8965,145.0269,1160500
1690000,3,9.3,3,1,1,359,-37.8898,145.0196,1170000
1690000,3,9.3,3,1,2,339,-37.8906,145.0221,1314000
1690000,2,9.3,2,1,2,284,-37.8958,145.0215,1225000
1690000,3,9.3,2,2,1,478,-37.8893,145.0161,1450000
1690000,4,9.3,4,2,2,575,-37.8993,145.0254,1774500
1690000,4,9.3,5,3,4,708,-37.8923,145.0177,1960000
1690000,2,9.3,2,1,1,367,-37.8995,145.0241,825000
1690000,2,9.3,4,2,2,464,-37.8901,145.0224,1262000
1690000,3,9.3,3,1,2,699,-37.8936,145.0366,1303500
1690000,2,9.3,2,1,1,402,-37.8967,145.0313,1115000
1690000,2,9.3,2,1,1,505,-37.8928,145.0149,1340000
1690000,3,9.3,3,2,2,494,-37.9027,145.0322,1200000
1690000,3,9.3,3,1,2,520,-37.8889,145.0151,1570000
1690000,2,9.3,2,2,1,255,-37.8887,145.0207,1001000
1690000,3,9.3,3,1,1,312,-37.8893,145.0196,1330000
1690000,4,9.3,3,2,2,641,-37.9012,145.035,1570000
1690000,4,9.3,4,2,2,630,-37.8894,145.0145,1916000
1131000,4,13.6,4,2,2,600,-37.8891,145.1002,1507000
1131000,4,13.6,4,3,2,288,-37.8801,145.1051,890000
1131000,3,13.6,3,1,2,606,-37.8784,145.0958,1000000
1131000,2,13.6,2,1,1,585,-37.8792,145.0948,1002000
1131000,3,13.6,3,1,2,586,-37.8805,145.0978,992000
1131000,3,13.6,3,2,2,160,-37.8859,145.0934,650000
1131000,3,13.6,4,2,2,515,-37.8837,145.106,920000
1131000,3,13.6,3,1,2,620,-37.8812,145.105,1301000
1131000,4,13.6,3,2,1,1033,-37.8738,145.1095,1415500
1131000,2,13.6,2,1,1,842,-37.8859,145.0979,705000
1131000,4,13.6,4,2,2,500,-37.8845,145.1027,1260000
1131000,3,13.6,3,1,1,705,-37.8746,145.1071,1460000
1131000,3,13.6,3,1,2,630,-37.8838,145.102,1000000
1390000,3,3.4,3,2,0,187,-37.7902,144.9894,1270000
1390000,2,3.4,2,1,1,155,-37.7934,144.9922,780000
1390000,3,3.4,3,1,0,193,-37.7899,144.9984,1060000
1390000,2,3.4,2,1,0,180,-37.7898,144.9903,1420000
1390000,2,3.4,2,1,1,174,-37.7928,144.9987,1075000
1390000,2,3.4,2,1,1,185,-37.7927,144.9981,1105000
1390000,2,3.4,2,1,1,140,-37.7919,144.9884,1209000
1390000,4,3.4,4,3,2,382,-37.7897,144.9992,3010000
1390000,2,3.4,2,1,2,239,-37.7918,144.997,1435000
1390000,2,3.4,2,1,0,197,-37.7924,145.0002,1417000
1390000,2,3.4,2,1,0,164,-37.7912,144.9967,1290000
1390000,3,3.4,3,2,0,0,-37.7917,144.9902,1226000
1390000,3,3.4,3,2,1,176,-37.7921,144.9898,1370000
1390000,2,3.4,2,1,2,251,-37.787,144.9988,1620000
1390000,3,3.4,3,3,1,142,-37.7928,145.0021,1180000
1390000,2,3.4,2,1,0,219,-37.7882,144.9984,1405000
1390000,2,3.4,2,1,0,100,-37.7923,144.9858,880000
1390000,2,3.4,2,1,0,156,-37.7892,144.9999,1450000
1390000,2,3.4,2,1,0,170,-37.7936,144.995,856000
1390000,3,3.4,3,2,1,201,-37.7884,145,1680000
1390000,2,3.4,2,1,1,103,-37.7898,144.9957,730000
1390000,2,3.4,2,1,0,151,-37.7912,144.9963,1430000
1390000,4,3.4,4,2,0,162,-37.7885,144.9994,1506000
1390000,3,3.4,3,1,1,169,-37.7925,144.9877,1150000
1390000,3,3.4,3,1,0,118,-37.7921,144.9858,1360000
1000000,2,7.8,2,1,1,371,-37.735,144.9589,850000
1000000,3,7.8,2,1,1,286,-37.7427,144.952,784000
1000000,3,7.8,3,1,0,702,-37.7391,144.9812,680000
1000000,4,7.8,4,1,2,596,-37.7456,144.9696,1221000
1000000,3,7.8,3,1,2,371,-37.7435,144.9507,790000
1000000,4,7.8,4,2,1,295,-37.7374,144.9617,955000
1000000,3,7.8,3,1,2,142,-37.7382,144.973,675000
1000000,3,7.8,3,2,1,278,-37.7494,144.9686,1010000
1000000,3,7.8,3,2,2,423,-37.7493,144.9559,1202000
1000000,3,7.8,3,1,1,233,-37.7549,144.9611,1370000
1000000,2,7.8,2,1,1,0,-37.7358,144.9801,550000
1000000,3,7.8,3,2,3,370,-37.744,144.9501,1000000
1000000,3,7.8,3,1,2,386,-37.7364,144.96,935500
1000000,4,7.8,3,1,1,536,-37.7555,144.9658,145000
1000000,4,7.8,3,2,1,439,-37.7363,144.9507,905000
1000000,3,7.8,3,1,1,283,-37.7416,144.9582,860000
1000000,2,7.8,2,1,1,170,-37.7508,144.9608,953000
1000000,2,7.8,2,1,1,280,-37.7429,144.952,735000
1000000,3,7.8,3,1,1,576,-37.7432,144.9474,1100000
1000000,3,7.8,3,1,1,372,-37.735,144.9581,947000
1000000,3,7.8,3,1,1,370,-37.7561,144.9718,812000
1000000,3,7.8,3,1,0,378,-37.7561,144.9716,766000
1000000,3,7.8,2,1,1,374,-37.7561,144.9715,825000
1000000,4,7.8,4,2,2,494,-37.7359,144.9711,1131000
1000000,3,7.8,3,2,1,417,-37.7478,144.9583,1064000
1000000,3,7.8,3,1,1,379,-37.7544,144.9764,1210000
1000000,2,7.8,2,1,1,597,-37.7402,144.9807,820000
1000000,4,7.8,4,1,2,613,-37.7433,144.9762,1250000
1000000,5,7.8,5,3,2,390,-37.7376,144.9726,1335000
1000000,6,7.8,6,2,2,1060,-37.7523,144.9725,1900000
1000000,3,7.8,3,1,1,464,-37.753,144.9485,1090000
1000000,3,7.8,3,1,2,735,-37.7379,144.9623,1130000
1000000,4,7.8,4,2,2,480,-37.7402,144.9607,1145000
1000000,3,7.8,3,2,1,107,-37.7517,144.963,763000
1000000,2,7.8,2,1,1,253,-37.7484,144.9521,903000
1000000,3,7.8,3,1,1,431,-37.75,144.9695,1000000
1000000,4,7.8,3,2,4,482,-37.7529,144.9534,1742000
1000000,4,7.8,4,1,1,452,-37.7525,144.948,865000
1000000,3,7.8,3,2,3,405,-37.7464,144.959,1278000
1000000,4,7.8,4,2,1,381,-37.7337,144.9548,1000000
1000000,3,7.8,3,1,1,404,-37.7504,144.9537,1030000
1000000,4,7.8,4,3,1,420,-37.7501,144.962,1136000
1000000,3,7.8,3,1,1,527,-37.7359,144.9502,1061000
1000000,4,7.8,4,1,2,370,-37.7431,144.956,1155000
1000000,4,7.8,3,2,2,312,-37.7362,144.9714,650000
1000000,3,7.8,3,2,2,435,-37.7477,144.9483,1286000
1000000,3,7.8,3,1,2,255,-37.7493,144.9701,885000
1000000,4,7.8,4,2,5,371,-37.7436,144.962,1160000
1000000,4,7.8,4,1,1,856,-37.7432,144.9481,1400000
1000000,3,7.8,3,2,0,407,-37.7471,144.9579,1260000
1000000,2,7.8,2,1,0,157,-37.7464,144.9676,920000
1000000,3,7.8,3,1,3,385,-37.734,144.9603,841000
1000000,2,7.8,2,1,2,520,-37.7543,144.9717,1130000
1000000,3,7.8,3,2,1,293,-37.7481,144.9663,1120000
1000000,3,7.8,3,1,1,371,-37.735,144.9558,870000
1000000,3,7.8,2,1,2,462,-37.7448,144.9478,680000
1000000,1,7.8,1,1,1,108,-37.7554,144.9648,482500
1000000,3,7.8,3,1,2,577,-37.7459,144.9773,825000
1000000,3,7.8,3,1,0,238,-37.7539,144.9612,725000
1000000,4,7.8,4,3,1,515,-37.7537,144.9766,1250000
1000000,2,7.8,2,1,3,457,-37.7505,144.9725,1008000
1000000,2,7.8,2,1,1,483,-37.7509,144.9696,860000
1000000,4,7.8,4,1,1,488,-37.7537,144.9532,990000
1000000,2,7.8,2,2,3,339,-37.7404,144.9559,635000
1000000,5,7.8,5,2,4,381,-37.7492,144.969,1020000
1000000,3,7.8,3,1,1,169,-37.7494,144.9681,967000
1000000,3,7.8,3,1,3,336,-37.7408,144.9558,1025000
1000000,3,7.8,3,1,1,138,-37.7406,144.9555,700000
1000000,3,7.8,3,1,3,206,-37.7382,144.9563,1130000
1000000,3,7.8,3,1,2,385,-37.7376,144.9638,835000
1000000,4,7.8,4,1,4,531,-37.7473,144.9528,1075000
1000000,3,7.8,3,1,1,221,-37.748,144.9603,845000
1000000,4,7.8,4,2,2,571,-37.7535,144.9779,1461000
1000000,4,7.8,4,2,2,43,-37.7456,144.9469,1150000
1000000,3,7.8,4,1,2,408,-37.7366,144.9564,770000
1000000,2,7.8,2,1,1,500,-37.747,144.9515,472000
1000000,2,7.8,2,1,1,545,-37.7445,144.9471,901000
1000000,2,7.8,2,1,0,167,-37.7477,144.9647,642000
1000000,2,7.8,2,1,1,0,-37.7519,144.9721,605000
1000000,4,7.8,4,2,2,307,-37.748,144.9602,975000
1000000,3,7.8,3,1,1,309,-37.7434,144.9697,985000
1000000,3,7.8,3,1,1,459,-37.7388,144.9529,835000
1000000,3,7.8,3,2,0,342,-37.743,144.956,951000
1000000,3,7.8,3,1,1,563,-37.7493,144.978,1370000
1000000,2,7.8,2,1,2,381,-37.74,144.9516,700000
1000000,4,7.8,4,1,1,576,-37.7369,144.9637,838000
1000000,2,7.8,2,1,1,370,-37.7489,144.9598,810000
1000000,4,7.8,4,1,2,633,-37.7531,144.9504,1150000
1000000,4,7.8,3,1,1,412,-37.7432,144.9768,931000
1000000,4,7.8,3,2,2,394,-37.7534,144.9679,1331000
1000000,1,7.8,1,2,0,807,-37.7373,144.9825,1007000
1000000,2,7.8,2,1,1,263,-37.7493,144.97,981000
1000000,2,7.8,2,1,1,113,-37.7424,144.961,500000
1000000,3,7.8,3,2,0,559,-37.7384,144.9617,830000
1000000,3,7.8,2,1,2,537,-37.7443,144.9494,1194500
1000000,2,7.8,2,1,1,702,-37.7517,144.9795,645000
821000,4,9.2,4,2,2,661,-37.7246,144.9828,895000
821000,3,9.2,3,1,0,404,-37.7305,144.9803,655000
821000,4,9.2,4,1,3,498,-37.7329,144.9721,820000
821000,3,9.2,3,2,2,173,-37.7308,144.9832,715000
821000,3,9.2,3,1,1,427,-37.7303,144.9773,735000
821000,3,9.2,3,1,2,565,-37.7283,144.969,864000
821000,3,9.2,3,1,2,626,-37.7201,144.9696,700000
821000,4,9.2,4,2,2,302,-37.7271,144.9842,735000
821000,3,9.2,2,1,3,586,-37.7205,144.9659,860000
821000,2,9.2,2,1,2,563,-37.723,144.96,765000
821000,3,9.2,3,1,2,104,-37.7307,144.9826,625000
821000,2,9.2,2,1,3,526,-37.732,144.9832,745000
821000,4,9.2,4,3,2,501,-37.7266,144.9823,1050000
821000,3,9.2,3,1,3,576,-37.7269,144.9654,782000
821000,2,9.2,2,1,2,833,-37.7297,144.9654,935000
821000,4,9.2,4,1,2,590,-37.7197,144.9585,1009000
821000,2,9.2,2,1,4,629,-37.7276,144.9688,820000
821000,3,9.2,3,1,2,307,-37.7215,144.9533,780000
821000,3,9.2,3,2,3,556,-37.7305,144.9605,707000
821000,3,9.2,3,1,1,367,-37.728,144.963,772000
821000,3,9.2,3,1,3,473,-37.7316,144.9789,745000
821000,3,9.2,3,2,2,310,-37.7305,144.9809,750000
821000,3,9.2,3,2,2,376,-37.7295,144.982,815000
821000,3,9.2,3,1,4,498,-37.7323,144.9833,637000
821000,4,9.2,4,2,2,298,-37.7308,144.9836,950000
821000,3,9.2,3,1,2,677,-37.7297,144.9648,780000
821000,3,9.2,3,2,3,472,-37.734,144.9728,860000
821000,5,9.2,5,3,2,425,-37.7302,144.9816,1172000
821000,2,9.2,2,1,1,332,-37.7187,144.9564,530000
821000,3,9.2,4,1,1,973,-37.7284,144.9843,2000000
821000,3,9.2,3,1,1,407,-37.7351,144.9833,650000
821000,4,9.2,4,2,1,320,-37.7242,144.9612,792000
821000,3,9.2,3,1,2,499,-37.7236,144.9576,720000
821000,3,9.2,3,1,2,575,-37.7307,144.9704,970000
1205000,2,1.6,2,1,1,178,-37.7974,144.9915,890000
1205000,3,1.6,3,1,0,167,-37.7962,144.9866,1260000
1205000,2,1.6,2,2,1,0,-37.7969,144.9885,1320000
1205000,2,1.6,2,1,0,231,-37.7969,144.9905,1430000
1205000,2,1.6,2,1,0,117,-37.7948,144.9861,1015000
1205000,2,1.6,2,2,1,0,-37.8042,144.9845,1230000
1205000,2,1.6,2,1,0,130,-37.7953,144.9882,855000
1205000,2,1.6,3,1,1,282,-37.7985,144.9883,1265000
1205000,2,1.6,2,1,2,116,-37.8067,144.984,1260000
1205000,3,1.6,3,1,0,183,-37.7948,144.9875,1075000
1205000,2,1.6,2,1,0,188,-37.7964,144.9923,981000
1205000,3,1.6,3,2,0,150,-37.7968,144.9924,1470000
1205000,2,1.6,2,1,0,118,-37.7976,144.993,670000
1205000,2,1.6,2,1,2,159,-37.7962,144.9887,1000000
1366500,4,13.9,4,4,2,1157,-37.7779,145.127,1924500
1366500,3,13.9,3,1,4,727,-37.7942,145.1218,1403000
1366500,4,13.9,4,2,0,725,-37.7891,145.1073,1408000
1366500,3,13.9,3,1,1,638,-37.7912,145.1248,1450000
1366500,5,13.9,5,2,2,660,-37.7791,145.1328,1461800
1366500,4,13.9,4,1,2,658,-37.7827,145.1358,1396000
1366500,5,13.9,5,3,2,681,-37.7722,145.1309,1535000
